,geo_value,time_value,covid_cases,confirmed_covid_visit,doctor_visits,hospital_admissions,google_anosmia_volume,google_ageusia_volume,covid_deaths,geo_value_t_minus_1,time_value_t_minus_1,covid_cases_t_minus_1,confirmed_covid_vist_t_minus_1,doctor_visits_t_minus_1,hospital_admissions_t_minus_1,google_anosmia_volume_t_minus_1,google_ageusia_volume_t_minus_1,covid_deaths_t_minus,covid_cases_t_plus_one
3808,12,2021-06-28,274401.0,0.3613975,1.215136,0.084482,0.14,0.06,4523.0,12,2021-06-27,274344.0,0.3586752,1.075614,0.083224,0.17,0.12,4523.0,274502.0
3809,12,2021-06-29,274502.0,0.3478194,1.340115,0.10871,0.17,0.11,4540.0,12,2021-06-28,274401.0,0.3613975,1.215136,0.084482,0.14,0.06,4523.0,274628.0
3810,12,2021-06-30,274628.0,0.3438025,1.22258,0.148349,0.17,0.1,4551.0,12,2021-06-29,274502.0,0.3478194,1.340115,0.10871,0.17,0.11,4540.0,274727.0
3811,12,2021-07-01,274727.0,0.3606857,1.367451,0.137028,0.11,0.06,4552.0,12,2021-06-30,274628.0,0.3438025,1.22258,0.148349,0.17,0.1,4551.0,274839.0
3812,12,2021-07-02,274839.0,0.3854114,1.279715,0.189227,0.1,0.08,4552.0,12,2021-07-01,274727.0,0.3606857,1.367451,0.137028,0.11,0.06,4552.0,274947.0
3813,12,2021-07-03,274947.0,0.4528018,1.446253,0.282444,0.12,0.14,4552.0,12,2021-07-02,274839.0,0.3854114,1.279715,0.189227,0.1,0.08,4552.0,275044.0
3814,12,2021-07-04,275044.0,0.4842615,1.58139,0.332547,0.14,0.13,4552.0,12,2021-07-03,274947.0,0.4528018,1.446253,0.282444,0.12,0.14,4552.0,275135.0
3815,12,2021-07-05,275135.0,0.4985603,1.49848,0.388595,0.18,0.11,4555.0,12,2021-07-04,275044.0,0.4842615,1.58139,0.332547,0.14,0.13,4552.0,275293.0
3816,12,2021-07-06,275293.0,0.5738797,1.990682,0.410024,0.12,0.1,4555.0,12,2021-07-05,275135.0,0.4985603,1.49848,0.388595,0.18,0.11,4555.0,275487.0
3817,12,2021-07-07,275487.0,0.5638751,1.84699,0.355737,0.2,0.12,4554.0,12,2021-07-06,275293.0,0.5738797,1.990682,0.410024,0.12,0.1,4555.0,275694.0
3818,12,2021-07-08,275694.0,0.5515998,1.600981,0.297358,0.13,0.11,4557.0,12,2021-07-07,275487.0,0.5638751,1.84699,0.355737,0.2,0.12,4554.0,275907.0
3819,12,2021-07-09,275907.0,0.535644,1.348514,0.323596,0.13,0.14,4557.0,12,2021-07-08,275694.0,0.5515998,1.600981,0.297358,0.13,0.11,4557.0,276105.0
3820,12,2021-07-10,276105.0,0.4957537,1.291521,0.289699,0.19,0.1,4557.0,12,2021-07-09,275907.0,0.535644,1.348514,0.323596,0.13,0.14,4557.0,276292.0
3821,12,2021-07-11,276292.0,0.5284566,1.25226,0.267801,0.19,0.13,4557.0,12,2021-07-10,276105.0,0.4957537,1.291521,0.289699,0.19,0.1,4557.0,276477.0
3822,12,2021-07-12,276477.0,0.5705992,1.293095,0.348964,0.22,0.14,4557.0,12,2021-07-11,276292.0,0.5284566,1.25226,0.267801,0.19,0.13,4557.0,276739.0
3823,12,2021-07-13,276739.0,0.5232526,1.182072,0.462055,0.17,0.1,4557.0,12,2021-07-12,276477.0,0.5705992,1.293095,0.348964,0.22,0.14,4557.0,277047.0
3824,12,2021-07-14,277047.0,0.5247728,1.112404,0.705852,0.17,0.14,4558.0,12,2021-07-13,276739.0,0.5232526,1.182072,0.462055,0.17,0.1,4557.0,277367.0
3825,12,2021-07-15,277367.0,0.5405735,1.043675,1.014141,0.13,0.1,4558.0,12,2021-07-14,277047.0,0.5247728,1.112404,0.705852,0.17,0.14,4558.0,277692.0
3826,12,2021-07-16,277692.0,0.5246269,1.113003,1.263997,0.17,0.13,4558.0,12,2021-07-15,277367.0,0.5405735,1.043675,1.014141,0.13,0.1,4558.0,278007.0
3827,12,2021-07-17,278007.0,0.5380045,1.431017,1.458525,0.2,0.16,4558.0,12,2021-07-16,277692.0,0.5246269,1.113003,1.263997,0.17,0.13,4558.0,278285.0
3828,12,2021-07-18,278285.0,0.6173564,1.307371,1.601656,0.16,0.16,4559.0,12,2021-07-17,278007.0,0.5380045,1.431017,1.458525,0.2,0.16,4558.0,278592.0
3829,12,2021-07-19,278592.0,0.6527042,1.33596,1.610004,0.15,0.11,4559.0,12,2021-07-18,278285.0,0.6173564,1.307371,1.601656,0.16,0.16,4559.0,279080.0
3830,12,2021-07-20,279080.0,0.6857373,1.44461,1.545106,0.21,0.14,4559.0,12,2021-07-19,278592.0,0.6527042,1.33596,1.610004,0.15,0.11,4559.0,279569.0
3831,12,2021-07-21,279569.0,0.67129,1.583292,1.391304,0.17,0.12,4568.0,12,2021-07-20,279080.0,0.6857373,1.44461,1.545106,0.21,0.14,4559.0,280102.0
3832,12,2021-07-22,280102.0,0.7384391,1.513783,1.149905,0.2,0.21,4568.0,12,2021-07-21,279569.0,0.67129,1.583292,1.391304,0.17,0.12,4568.0,280557.0
3833,12,2021-07-23,280557.0,0.7889235,1.482595,1.055329,0.22,0.16,4568.0,12,2021-07-22,280102.0,0.7384391,1.513783,1.149905,0.2,0.21,4568.0,281062.0
3834,12,2021-07-24,281062.0,0.8091833,1.667603,1.065118,0.28,0.2,4568.0,12,2021-07-23,280557.0,0.7889235,1.482595,1.055329,0.22,0.16,4568.0,281525.0
3835,12,2021-07-25,281525.0,0.9405454,2.013015,1.123922,0.27,0.21,4569.0,12,2021-07-24,281062.0,0.8091833,1.667603,1.065118,0.28,0.2,4568.0,281989.0
3836,12,2021-07-26,281989.0,1.067304,2.338604,1.264797,0.25,0.16,4569.0,12,2021-07-25,281525.0,0.9405454,2.013015,1.123922,0.27,0.21,4569.0,282759.0
3837,12,2021-07-27,282759.0,1.0265859,2.436116,1.358289,0.23,0.13,4570.0,12,2021-07-26,281989.0,1.067304,2.338604,1.264797,0.25,0.16,4569.0,283448.0
3838,12,2021-07-28,283448.0,1.0369386,2.429772,1.517067,0.23,0.22,4570.0,12,2021-07-27,282759.0,1.0265859,2.436116,1.358289,0.23,0.13,4570.0,284177.0
3839,12,2021-07-29,284177.0,1.0794604,2.460135,1.672751,0.24,0.2,4570.0,12,2021-07-28,283448.0,1.0369386,2.429772,1.517067,0.23,0.22,4570.0,284939.0
3840,12,2021-07-30,284939.0,1.1124733,2.560768,2.061902,0.23,0.21,4570.0,12,2021-07-29,284177.0,1.0794604,2.460135,1.672751,0.24,0.2,4570.0,285644.0
3841,12,2021-07-31,285644.0,1.1219757,2.766183,2.552261,0.28,0.28,4570.0,12,2021-07-30,284939.0,1.1124733,2.560768,2.061902,0.23,0.21,4570.0,286276.0
3842,12,2021-08-01,286276.0,1.1845035,3.246144,2.898565,0.3,0.28,4578.0,12,2021-07-31,285644.0,1.1219757,2.766183,2.552261,0.28,0.28,4570.0,286877.0
3843,12,2021-08-02,286877.0,1.2555125,3.367485,3.165511,0.24,0.23,4578.0,12,2021-08-01,286276.0,1.1845035,3.246144,2.898565,0.3,0.28,4578.0,287777.0
3844,12,2021-08-03,287777.0,1.3227302,3.506302,3.590294,0.28,0.21,4578.0,12,2021-08-02,286877.0,1.2555125,3.367485,3.165511,0.24,0.23,4578.0,288684.0
3845,12,2021-08-04,288684.0,1.3187739,3.440926,4.368583,0.24,0.23,4578.0,12,2021-08-03,287777.0,1.3227302,3.506302,3.590294,0.28,0.21,4578.0,289574.0
3846,12,2021-08-05,289574.0,1.3213257,3.598626,5.117822,0.24,0.18,4578.0,12,2021-08-04,288684.0,1.3187739,3.440926,4.368583,0.24,0.23,4578.0,290465.0
3847,12,2021-08-06,290465.0,1.3470856,3.660739,5.806839,0.29,0.24,4578.0,12,2021-08-05,289574.0,1.3213257,3.598626,5.117822,0.24,0.18,4578.0,291306.0
3848,12,2021-08-07,291306.0,1.3895571,3.687276,5.911402,0.33,0.21,4578.0,12,2021-08-06,290465.0,1.3470856,3.660739,5.806839,0.29,0.24,4578.0,291934.0
3849,12,2021-08-08,291934.0,1.4241287,4.494959,6.198978,0.34,0.29,4578.0,12,2021-08-07,291306.0,1.3895571,3.687276,5.911402,0.33,0.21,4578.0,292537.0
3850,12,2021-08-09,292537.0,1.6061197,4.291732,6.11537,0.36,0.2,4578.0,12,2021-08-08,291934.0,1.4241287,4.494959,6.198978,0.34,0.29,4578.0,293525.0
3851,12,2021-08-10,293525.0,1.635681,4.345448,5.68046,0.33,0.25,4580.0,12,2021-08-09,292537.0,1.6061197,4.291732,6.11537,0.36,0.2,4578.0,294462.0
3852,12,2021-08-11,294462.0,1.6766768,4.259035,5.383816,0.36,0.27,4586.0,12,2021-08-10,293525.0,1.635681,4.345448,5.68046,0.33,0.25,4580.0,295462.0
3853,12,2021-08-12,295462.0,1.7730207,4.402791,5.019345,0.27,0.21,4591.0,12,2021-08-11,294462.0,1.6766768,4.259035,5.383816,0.36,0.27,4586.0,296402.0
3854,12,2021-08-13,296402.0,1.745753,4.607919,4.971593,0.32,0.25,4597.0,12,2021-08-12,295462.0,1.7730207,4.402791,5.019345,0.27,0.21,4591.0,297312.0
3855,12,2021-08-14,297312.0,1.7968525,4.541569,5.280241,0.34,0.26,4598.0,12,2021-08-13,296402.0,1.745753,4.607919,4.971593,0.32,0.25,4597.0,297837.0
3856,12,2021-08-15,297837.0,1.8707997,4.669516,5.783129,0.43,0.26,4598.0,12,2021-08-14,297312.0,1.7968525,4.541569,5.280241,0.34,0.26,4598.0,298299.0
3857,12,2021-08-16,298299.0,1.9482731,4.566457,6.673543,0.36,0.24,4598.0,12,2021-08-15,297837.0,1.8707997,4.669516,5.783129,0.43,0.26,4598.0,298727.0
3858,12,2021-08-17,298727.0,1.9089148,4.489143,7.347009,0.3,0.2,4598.0,12,2021-08-16,298299.0,1.9482731,4.566457,6.673543,0.36,0.24,4598.0,299672.0
3859,12,2021-08-18,299672.0,1.8942444,4.576098,7.652093,0.28,0.23,4601.0,12,2021-08-17,298727.0,1.9089148,4.489143,7.347009,0.3,0.2,4598.0,299720.0
3860,12,2021-08-19,299720.0,1.8447326,4.599135,7.910748,0.31,0.16,4605.0,12,2021-08-18,299672.0,1.8942444,4.576098,7.652093,0.28,0.23,4601.0,299720.0
3861,12,2021-08-20,299720.0,1.8217379,4.350774,8.099456,0.32,0.23,4610.0,12,2021-08-19,299720.0,1.8447326,4.599135,7.910748,0.31,0.16,4605.0,302458.0
3862,12,2021-08-21,302458.0,1.7918251,4.541034,8.312256,0.39,0.27,4610.0,12,2021-08-20,299720.0,1.8217379,4.350774,8.099456,0.32,0.23,4610.0,303286.0
3863,12,2021-08-22,303286.0,1.7918384,5.310731,8.691386,0.35,0.25,4610.0,12,2021-08-21,302458.0,1.7918251,4.541034,8.312256,0.39,0.27,4610.0,304236.0
3864,12,2021-08-23,304236.0,1.7916751,5.67976,8.812495,0.32,0.15,4614.0,12,2021-08-22,303286.0,1.7918384,5.310731,8.691386,0.35,0.25,4610.0,305172.0
3865,12,2021-08-24,305172.0,1.6952181,5.315232,8.445492,0.29,0.26,4621.0,12,2021-08-23,304236.0,1.7916751,5.67976,8.812495,0.32,0.15,4614.0,306821.0
3866,12,2021-08-25,306821.0,1.5867178,5.212617,8.210465,0.23,0.22,4626.0,12,2021-08-24,305172.0,1.6952181,5.315232,8.445492,0.29,0.26,4621.0,307016.0
3867,12,2021-08-26,307016.0,1.5629992,4.94653,7.695007,0.25,0.22,4631.0,12,2021-08-25,306821.0,1.5867178,5.212617,8.210465,0.23,0.22,4626.0,307044.0
3868,12,2021-08-27,307044.0,1.5328094,4.325234,7.340758,0.25,0.19,4638.0,12,2021-08-26,307016.0,1.5629992,4.94653,7.695007,0.25,0.22,4631.0,308627.0
3869,12,2021-08-28,308627.0,1.5078897,4.515005,7.378339,0.35,0.28,4639.0,12,2021-08-27,307044.0,1.5328094,4.325234,7.340758,0.25,0.19,4638.0,309231.0
3870,12,2021-08-29,309231.0,1.5544064,5.238994,7.604623,0.23,0.2,4639.0,12,2021-08-28,308627.0,1.5078897,4.515005,7.378339,0.35,0.28,4639.0,310173.0
3871,12,2021-08-30,310173.0,1.6884554,5.656125,7.751532,0.19,0.23,4639.0,12,2021-08-29,309231.0,1.5544064,5.238994,7.604623,0.23,0.2,4639.0,310983.0
3872,12,2021-08-31,310983.0,1.5958723,5.244048,7.930321,0.24,0.2,4643.0,12,2021-08-30,310173.0,1.6884554,5.656125,7.751532,0.19,0.23,4639.0,311813.0
3873,12,2021-09-01,311813.0,1.4823016,5.205564,7.629482,0.26,0.19,4650.0,12,2021-08-31,310983.0,1.5958723,5.244048,7.930321,0.24,0.2,4643.0,311855.0
3874,12,2021-09-02,311855.0,1.4734789,4.998274,7.176646,0.27,0.2,4660.0,12,2021-09-01,311813.0,1.4823016,5.205564,7.629482,0.26,0.19,4650.0,311855.0
3875,12,2021-09-03,311855.0,1.4105307,4.662857,6.513646,0.23,0.22,4669.0,12,2021-09-02,311855.0,1.4734789,4.998274,7.176646,0.27,0.2,4660.0,311855.0
3876,12,2021-09-04,311855.0,1.3759422,4.558856,6.226044,0.28,0.28,4670.0,12,2021-09-03,311855.0,1.4105307,4.662857,6.513646,0.23,0.22,4669.0,314695.0
3877,12,2021-09-05,314695.0,1.4578353,4.381823,5.97121,0.24,0.24,4670.0,12,2021-09-04,311855.0,1.3759422,4.558856,6.226044,0.28,0.28,4670.0,315024.0
3878,12,2021-09-06,315024.0,1.5810348,4.157932,5.98468,0.28,0.24,4682.0,12,2021-09-05,314695.0,1.4578353,4.381823,5.97121,0.24,0.24,4670.0,315655.0
3879,12,2021-09-07,315655.0,1.8276595,4.7534,6.208501,0.21,0.2,4682.0,12,2021-09-06,315024.0,1.5810348,4.157932,5.98468,0.28,0.24,4682.0,316397.0
3880,12,2021-09-08,316397.0,1.7214389,4.432916,6.966619,0.29,0.15,4699.0,12,2021-09-07,315655.0,1.8276595,4.7534,6.208501,0.21,0.2,4682.0,316438.0
3881,12,2021-09-09,316438.0,1.5918161,4.793444,8.205328,0.88,0.2,4717.0,12,2021-09-08,316397.0,1.7214389,4.432916,6.966619,0.29,0.15,4699.0,316438.0
3882,12,2021-09-10,316438.0,1.4331992,4.54707,9.23621,0.26,0.24,4736.0,12,2021-09-09,316438.0,1.5918161,4.793444,8.205328,0.88,0.2,4717.0,318971.0
3883,12,2021-09-11,318971.0,1.287215,4.134451,9.763106,0.25,0.26,4747.0,12,2021-09-10,316438.0,1.4331992,4.54707,9.23621,0.26,0.24,4736.0,319516.0
3884,12,2021-09-12,319516.0,1.2689251,3.781095,10.171021,0.27,0.17,4747.0,12,2021-09-11,318971.0,1.287215,4.134451,9.763106,0.25,0.26,4747.0,320158.0
3885,12,2021-09-13,320158.0,1.2608585,3.735736,9.936714,0.17,0.17,4747.0,12,2021-09-12,319516.0,1.2689251,3.781095,10.171021,0.27,0.17,4747.0,320688.0
3886,12,2021-09-14,320688.0,1.1677688,3.516367,9.43413,0.29,0.18,4764.0,12,2021-09-13,320158.0,1.2608585,3.735736,9.936714,0.17,0.17,4747.0,320739.0
3887,12,2021-09-15,320739.0,1.0963839,3.527951,8.653377,0.19,0.17,4785.0,12,2021-09-14,320688.0,1.1677688,3.516367,9.43413,0.29,0.18,4764.0,320739.0
3888,12,2021-09-16,320739.0,1.0521247,3.29579,7.764379,0.21,0.17,4802.0,12,2021-09-15,320739.0,1.0963839,3.527951,8.653377,0.19,0.17,4785.0,320739.0
3889,12,2021-09-17,320739.0,1.0434853,3.318837,7.485715,0.16,0.17,4808.0,12,2021-09-16,320739.0,1.0521247,3.29579,7.764379,0.21,0.17,4802.0,323216.0
3890,12,2021-09-18,323216.0,0.9896949,3.434759,7.006987,0.21,0.21,4818.0,12,2021-09-17,320739.0,1.0434853,3.318837,7.485715,0.16,0.17,4808.0,323610.0
3891,12,2021-09-19,323610.0,1.0185507,3.865096,6.948567,0.23,0.19,4820.0,12,2021-09-18,323216.0,0.9896949,3.434759,7.006987,0.21,0.21,4818.0,323624.0
3892,12,2021-09-20,323624.0,1.1203534,3.906703,6.944289,0.18,0.19,4818.0,12,2021-09-19,323610.0,1.0185507,3.865096,6.948567,0.23,0.19,4820.0,324582.0
3893,12,2021-09-21,324582.0,0.9870019,3.520296,7.211728,0.3,0.18,4833.0,12,2021-09-20,323624.0,1.1203534,3.906703,6.944289,0.18,0.19,4818.0,325080.0
3894,12,2021-09-22,325080.0,0.916133,3.323477,7.626816,0.24,0.09,4846.0,12,2021-09-21,324582.0,0.9870019,3.520296,7.211728,0.3,0.18,4833.0,325126.0
3895,12,2021-09-23,325126.0,0.8527719,3.006165,7.953343,0.23,0.18,4859.0,12,2021-09-22,325080.0,0.916133,3.323477,7.626816,0.24,0.09,4846.0,325126.0
3896,12,2021-09-24,325126.0,0.8310844,2.812482,8.412097,0.15,0.13,4859.0,12,2021-09-23,325126.0,0.8527719,3.006165,7.953343,0.23,0.18,4859.0,326908.0
3897,12,2021-09-25,326908.0,0.8556366,2.640506,8.842889,0.34,0.18,4859.0,12,2021-09-24,325126.0,0.8310844,2.812482,8.412097,0.15,0.13,4859.0,327180.0
3898,12,2021-09-26,327180.0,0.9350382,2.288795,8.763102,0.39,0.13,4880.0,12,2021-09-25,326908.0,0.8556366,2.640506,8.842889,0.34,0.18,4859.0,327738.0
3899,12,2021-09-27,327738.0,0.9662571,2.134455,8.641906,0.36,0.15,4880.0,12,2021-09-26,327180.0,0.9350382,2.288795,8.763102,0.39,0.13,4880.0,328186.0
3900,12,2021-09-28,328186.0,0.8864276,2.162502,8.30783,0.32,0.14,4890.0,12,2021-09-27,327738.0,0.9662571,2.134455,8.641906,0.36,0.15,4880.0,328838.0
3901,12,2021-09-29,328838.0,0.8411797,2.391104,7.690541,0.2,0.13,4902.0,12,2021-09-28,328186.0,0.8864276,2.162502,8.30783,0.32,0.14,4890.0,328890.0
3902,12,2021-09-30,328890.0,0.9009846,2.549043,7.576177,0.16,0.1,4911.0,12,2021-09-29,328838.0,0.8411797,2.391104,7.690541,0.2,0.13,4902.0,328890.0
3903,12,2021-10-01,328890.0,0.9835242,2.961306,7.619602,0.15,0.1,4911.0,12,2021-09-30,328890.0,0.9009846,2.549043,7.576177,0.16,0.1,4911.0,330242.0
3904,12,2021-10-02,330242.0,1.0414788,3.364286,7.445997,0.23,0.17,4911.0,12,2021-10-01,328890.0,0.9835242,2.961306,7.619602,0.15,0.1,4911.0,330473.0
3905,12,2021-10-03,330473.0,1.0414788,3.639565,7.388689,0.2,0.15,4940.0,12,2021-10-02,330242.0,1.0414788,3.364286,7.445997,0.23,0.17,4911.0,330997.0
3906,12,2021-10-04,330997.0,1.0414788,3.814865,7.253341,0.17,0.11,4939.0,12,2021-10-03,330473.0,1.0414788,3.639565,7.388689,0.2,0.15,4940.0,331287.0
3909,9,2020-02-21,1.0,0.008133,0.064963,0.138081,0.06,0.1,0.0,9,2020-02-20,0.0,0.00877,0.066701,0.142097,0.07,0.1,0.0,1.0
3910,9,2020-02-22,1.0,0.007731,0.166148,0.135826,0.06,0.09,0.0,9,2020-02-21,1.0,0.008133,0.064963,0.138081,0.06,0.1,0.0,1.0
3911,9,2020-02-23,1.0,0.008941,0.243877,0.135849,0.08,0.07,0.0,9,2020-02-22,1.0,0.007731,0.166148,0.135826,0.06,0.09,0.0,1.0
3912,9,2020-02-24,1.0,0.011207,0.30595,0.13658,0.08,0.07,0.0,9,2020-02-23,1.0,0.008941,0.243877,0.135849,0.08,0.07,0.0,1.0
3913,9,2020-02-25,1.0,0.0095,0.249907,0.135398,0.08,0.06,0.0,9,2020-02-24,1.0,0.011207,0.30595,0.13658,0.08,0.07,0.0,1.0
3914,9,2020-02-26,1.0,0.008505,0.240758,0.133017,0.07,0.06,0.0,9,2020-02-25,1.0,0.0095,0.249907,0.135398,0.08,0.06,0.0,2.0
3915,9,2020-02-27,2.0,0.007799,0.13967,0.133383,0.09,0.06,0.0,9,2020-02-26,1.0,0.008505,0.240758,0.133017,0.07,0.06,0.0,2.0
3916,9,2020-02-28,2.0,0.007296,0.092007,0.134841,0.06,0.06,0.0,9,2020-02-27,2.0,0.007799,0.13967,0.133383,0.09,0.06,0.0,2.0
3917,9,2020-02-29,2.0,0.007056,0.0,0.137775,0.06,0.07,0.0,9,2020-02-28,2.0,0.007296,0.092007,0.134841,0.06,0.06,0.0,2.0
3918,9,2020-03-01,2.0,0.008068,0.0,0.141461,0.06,0.07,0.0,9,2020-02-29,2.0,0.007056,0.0,0.137775,0.06,0.07,0.0,2.0
3919,9,2020-03-02,2.0,0.009784,0.0,0.145136,0.06,0.05,0.0,9,2020-03-01,2.0,0.008068,0.0,0.141461,0.06,0.07,0.0,2.0
3920,9,2020-03-03,2.0,0.008748,0.0,0.146017,0.06,0.05,0.0,9,2020-03-02,2.0,0.009784,0.0,0.145136,0.06,0.05,0.0,2.0
3921,9,2020-03-04,2.0,0.008092,0.0,0.146177,0.06,0.05,0.0,9,2020-03-03,2.0,0.008748,0.0,0.146017,0.06,0.05,0.0,2.0
3922,9,2020-03-05,2.0,0.007581,0.0,0.14571,0.06,0.05,0.0,9,2020-03-04,2.0,0.008092,0.0,0.146177,0.06,0.05,0.0,2.0
3923,9,2020-03-06,2.0,0.00719,0.0,0.143962,0.07,0.07,0.0,9,2020-03-05,2.0,0.007581,0.0,0.14571,0.06,0.05,0.0,2.0
3924,9,2020-03-07,2.0,0.007061,0.0,0.13892,0.07,0.07,0.0,9,2020-03-06,2.0,0.00719,0.0,0.143962,0.07,0.07,0.0,2.0
3925,9,2020-03-08,2.0,0.008318,0.0,0.132985,0.07,0.07,0.0,9,2020-03-07,2.0,0.007061,0.0,0.13892,0.07,0.07,0.0,10.0
3928,9,2020-03-13,17.0,0.007583,0.24301,0.294814,0.06,0.07,1.0,9,2020-03-12,10.0,0.008047,0.044269,0.247628,0.06,0.07,1.0,29.0
3929,9,2020-03-14,29.0,0.007419,0.315167,0.331361,0.06,0.07,1.0,9,2020-03-13,17.0,0.007583,0.24301,0.294814,0.06,0.07,1.0,32.0
3930,9,2020-03-15,32.0,0.008749,0.359594,0.366092,0.09,0.07,1.0,9,2020-03-14,29.0,0.007419,0.315167,0.331361,0.06,0.07,1.0,33.0
3931,9,2020-03-16,33.0,0.011153,0.388544,0.398568,0.09,0.06,1.0,9,2020-03-15,32.0,0.008749,0.359594,0.366092,0.09,0.07,1.0,40.0
3932,9,2020-03-17,40.0,0.016882,0.379723,0.41915,0.07,0.06,1.0,9,2020-03-16,33.0,0.011153,0.388544,0.398568,0.09,0.06,1.0,40.0
3933,9,2020-03-18,40.0,0.022194,0.292152,0.430304,0.08,0.07,3.0,9,2020-03-17,40.0,0.016882,0.379723,0.41915,0.07,0.06,1.0,45.0
3934,9,2020-03-19,45.0,0.020097,0.416828,0.440412,0.12,0.06,3.0,9,2020-03-18,40.0,0.022194,0.292152,0.430304,0.08,0.07,3.0,53.0
3935,9,2020-03-20,53.0,0.024672,0.507905,0.526443,0.11,0.06,4.0,9,2020-03-19,45.0,0.020097,0.416828,0.440412,0.12,0.06,3.0,53.0
3936,9,2020-03-21,53.0,0.022324,0.55945,0.612132,0.12,0.07,3.0,9,2020-03-20,53.0,0.024672,0.507905,0.526443,0.11,0.06,4.0,53.0
3937,9,2020-03-22,53.0,0.027932,0.59423,0.704715,0.5,0.24,4.0,9,2020-03-21,53.0,0.022324,0.55945,0.612132,0.12,0.07,3.0,88.0
3938,9,2020-03-23,88.0,0.031668,0.617236,0.798148,1.07,0.36,4.0,9,2020-03-22,53.0,0.027932,0.59423,0.704715,0.5,0.24,4.0,88.0
3939,9,2020-03-24,88.0,0.03391,0.779531,0.874946,0.59,0.26,4.0,9,2020-03-23,88.0,0.031668,0.617236,0.798148,1.07,0.36,4.0,113.0
3940,9,2020-03-25,113.0,0.036305,0.616756,0.951046,0.42,0.19,5.0,9,2020-03-24,88.0,0.03391,0.779531,0.874946,0.59,0.26,4.0,113.0
3941,9,2020-03-26,113.0,0.037947,0.793446,1.131266,0.36,0.15,5.0,9,2020-03-25,113.0,0.036305,0.616756,0.951046,0.42,0.19,5.0,164.0
3942,9,2020-03-27,164.0,0.038837,0.895022,1.172663,0.24,0.18,6.0,9,2020-03-26,113.0,0.037947,0.793446,1.131266,0.36,0.15,5.0,164.0
3943,9,2020-03-28,164.0,0.039154,1.018287,1.079483,0.35,0.17,14.0,9,2020-03-27,164.0,0.038837,0.895022,1.172663,0.24,0.18,6.0,164.0
3944,9,2020-03-29,164.0,0.038007,1.18983,0.981969,0.28,0.14,7.0,9,2020-03-28,164.0,0.039154,1.018287,1.079483,0.35,0.17,14.0,224.0
3945,9,2020-03-30,224.0,0.040304,1.30813,0.881963,0.25,0.16,8.0,9,2020-03-29,164.0,0.038007,1.18983,0.981969,0.28,0.14,7.0,224.0
3946,9,2020-03-31,224.0,0.029377,1.02912,0.78693,0.21,0.15,8.0,9,2020-03-30,224.0,0.040304,1.30813,0.881963,0.25,0.16,8.0,314.0
3947,9,2020-04-01,314.0,0.030537,0.942496,0.706059,0.23,0.12,8.0,9,2020-03-31,224.0,0.029377,1.02912,0.78693,0.21,0.15,8.0,341.0
3948,9,2020-04-02,341.0,0.030897,0.800085,0.852923,0.19,0.12,9.0,9,2020-04-01,314.0,0.030537,0.942496,0.706059,0.23,0.12,8.0,390.0
3949,9,2020-04-03,390.0,0.031758,0.821048,0.877969,0.96,0.17,11.0,9,2020-04-02,341.0,0.030897,0.800085,0.852923,0.19,0.12,9.0,390.0
3950,9,2020-04-04,390.0,0.072424,0.700705,0.917605,0.16,0.14,11.0,9,2020-04-03,390.0,0.031758,0.821048,0.877969,0.96,0.17,11.0,442.0
3951,9,2020-04-05,442.0,0.076102,0.62606,1.064018,0.17,0.14,11.0,9,2020-04-04,390.0,0.072424,0.700705,0.917605,0.16,0.14,11.0,462.0
3952,9,2020-04-06,462.0,0.108512,0.592232,1.303639,0.13,0.09,15.0,9,2020-04-05,442.0,0.076102,0.62606,1.064018,0.17,0.14,11.0,525.0
3953,9,2020-04-07,525.0,0.114996,0.620001,1.510289,0.19,0.11,18.0,9,2020-04-06,462.0,0.108512,0.592232,1.303639,0.13,0.09,15.0,580.0
3954,9,2020-04-08,580.0,0.146629,1.028507,1.77646,0.12,0.09,21.0,9,2020-04-07,525.0,0.114996,0.620001,1.510289,0.19,0.11,18.0,613.0
3955,9,2020-04-09,613.0,0.155057,0.912087,1.971271,0.14,0.09,21.0,9,2020-04-08,580.0,0.146629,1.028507,1.77646,0.12,0.09,21.0,653.0
3956,9,2020-04-10,653.0,0.173641,0.871106,1.921286,0.12,0.06,24.0,9,2020-04-09,613.0,0.155057,0.912087,1.971271,0.14,0.09,21.0,699.0
3957,9,2020-04-11,699.0,0.170217,0.782608,1.846181,0.18,0.12,25.0,9,2020-04-10,653.0,0.173641,0.871106,1.921286,0.12,0.06,24.0,707.0
3958,9,2020-04-12,707.0,0.176091,0.704558,1.931238,0.14,0.14,25.0,9,2020-04-11,699.0,0.170217,0.782608,1.846181,0.18,0.12,25.0,739.0
3959,9,2020-04-13,739.0,0.178374,0.717932,1.849038,0.12,0.1,25.0,9,2020-04-12,707.0,0.176091,0.704558,1.931238,0.14,0.14,25.0,816.0
3960,9,2020-04-14,816.0,0.127848,0.711691,1.632828,0.12,0.1,29.0,9,2020-04-13,739.0,0.178374,0.717932,1.849038,0.12,0.1,25.0,853.0
3961,9,2020-04-15,853.0,0.117164,0.766414,1.446601,0.11,0.08,32.0,9,2020-04-14,816.0,0.127848,0.711691,1.632828,0.12,0.1,29.0,879.0
